customer_id,company_name,industry,company_size,account_manager,login_frequency_30d,support_tickets_90d,usage_drop_pct,payment_late_count,nps_score,tenure_months,latest_ticket_text,churned
CUS-00000,Acme Corp 0,Retail,SMB,AM-1,3,0,32.2,2,7,51,Feature gap vs roadmap promises; escalation requested.,0
CUS-00209,Acme Corp 209,Finance,SMB,AM-2,31,0,7.3,3,4,8,Billing confusion after plan change; waiting on refund.,0
CUS-00210,Acme Corp 210,Manufacturing,SMB,AM-3,10,7,3.9,1,3,17,Feature gap vs roadmap promises; escalation requested.,1
CUS-00211,Acme Corp 211,Healthcare,SMB,AM-4,28,2,28.1,2,8,15,Billing confusion after plan change; waiting on refund.,0
CUS-00212,Acme Corp 212,Healthcare,SMB,AM-5,31,2,45.8,3,9,38,Product downtime last week; team lost confidence.,0
CUS-00213,Acme Corp 213,Retail,SMB,AM-6,17,3,74.0,2,5,20,Billing confusion after plan change; waiting on refund.,1
CUS-00214,Acme Corp 214,Retail,SMB,AM-7,29,2,78.3,1,0,34,Product downtime last week; team lost confidence.,0
CUS-00215,Acme Corp 215,SaaS,Mid-Market,AM-8,10,5,-3.7,0,5,44,Product downtime last week; team lost confidence.,1
CUS-00216,Acme Corp 216,SaaS,SMB,AM-1,3,11,2.4,2,9,48,Billing confusion after plan change; waiting on refund.,0
CUS-00217,Acme Corp 217,Healthcare,Mid-Market,AM-2,3,7,61.2,4,10,11,Onboarding incomplete; champion left the company.,1
CUS-00218,Acme Corp 218,Finance,SMB,AM-3,17,8,14.4,3,4,54,Feature gap vs roadmap promises; escalation requested.,0
CUS-00219,Acme Corp 219,Manufacturing,Mid-Market,AM-4,36,5,69.6,4,1,10,Billing confusion after plan change; waiting on refund.,1
CUS-00220,Acme Corp 220,Finance,SMB,AM-5,5,0,49.7,0,6,2,Feature gap vs roadmap promises; escalation requested.,1
CUS-00221,Acme Corp 221,SaaS,Mid-Market,AM-6,18,1,0.1,0,9,3,Onboarding incomplete; champion left the company.,0
CUS-00222,Acme Corp 222,Retail,Mid-Market,AM-7,28,3,64.9,2,10,12,Onboarding incomplete; champion left the company.,1
CUS-00223,Acme Corp 223,Retail,SMB,AM-8,8,2,5.9,0,0,52,Onboarding incomplete; champion left the company.,0
CUS-00224,Acme Corp 224,Retail,Mid-Market,AM-1,28,10,28.1,2,3,13,Product downtime last week; team lost confidence.,1
CUS-00225,Acme Corp 225,Retail,SMB,AM-2,12,10,39.7,4,5,41,Billing confusion after plan change; waiting on refund.,1
CUS-00226,Acme Corp 226,Healthcare,Mid-Market,AM-3,32,10,35.1,1,1,25,Onboarding incomplete; champion left the company.,1
CUS-00227,Acme Corp 227,SaaS,SMB,AM-4,23,7,51.8,2,9,3,Feature gap vs roadmap promises; escalation requested.,1
CUS-00228,Acme Corp 228,Finance,SMB,AM-5,21,6,48.7,3,1,27,Onboarding incomplete; champion left the company.,1
CUS-00229,Acme Corp 229,Finance,SMB,AM-6,7,7,79.3,0,7,2,Onboarding incomplete; champion left the company.,1
CUS-00230,Acme Corp 230,SaaS,Enterprise,AM-7,18,4,79.9,4,10,29,Competitor demo scheduled; pricing feels high.,1
CUS-00231,Acme Corp 231,Retail,SMB,AM-8,34,8,36.5,1,7,33,Product downtime last week; team lost confidence.,0
CUS-00232,Acme Corp 232,Retail,Mid-Market,AM-1,0,9,-1.4,4,8,31,Billing confusion after plan change; waiting on refund.,0
CUS-00233,Acme Corp 233,Manufacturing,SMB,AM-2,30,9,55.5,3,2,17,Onboarding incomplete; champion left the company.,1
CUS-00234,Acme Corp 234,Finance,SMB,AM-3,19,7,77.9,0,9,46,Feature gap vs roadmap promises; escalation requested.,1
CUS-00235,Acme Corp 235,Retail,SMB,AM-4,28,0,18.6,3,4,36,Product downtime last week; team lost confidence.,1
CUS-00236,Acme Corp 236,Manufacturing,Enterprise,AM-5,26,8,31.5,0,0,16,Feature gap vs roadmap promises; escalation requested.,1
CUS-00237,Acme Corp 237,Finance,Mid-Market,AM-6,17,4,28.2,2,4,26,Feature gap vs roadmap promises; escalation requested.,1
CUS-00238,Acme Corp 238,Finance,SMB,AM-7,12,8,-5.4,4,3,7,Product downtime last week; team lost confidence.,1
CUS-00239,Acme Corp 239,Healthcare,Mid-Market,AM-8,25,6,50.5,4,5,55,Onboarding incomplete; champion left the company.,1
CUS-00240,Acme Corp 240,Finance,SMB,AM-1,5,10,21.8,4,2,45,Competitor demo scheduled; pricing feels high.,1
CUS-00241,Acme Corp 241,Retail,SMB,AM-2,23,4,60.9,2,5,17,Onboarding incomplete; champion left the company.,0
CUS-00242,Acme Corp 242,SaaS,Mid-Market,AM-3,3,11,64.9,2,4,40,Competitor demo scheduled; pricing feels high.,1
CUS-00243,Acme Corp 243,Manufacturing,SMB,AM-4,25,10,63.9,1,3,41,Feature gap vs roadmap promises; escalation requested.,1
CUS-00244,Acme Corp 244,Finance,SMB,AM-5,25,3,27.5,4,7,36,Competitor demo scheduled; pricing feels high.,1
CUS-00245,Acme Corp 245,Healthcare,Mid-Market,AM-6,3,5,18.9,2,3,4,Feature gap vs roadmap promises; escalation requested.,1
CUS-00246,Acme Corp 246,Retail,SMB,AM-7,30,6,57.4,3,8,52,Feature gap vs roadmap promises; escalation requested.,0
CUS-00247,Acme Corp 247,Healthcare,Enterprise,AM-8,16,9,62.1,1,2,57,Feature gap vs roadmap promises; escalation requested.,1
CUS-00248,Acme Corp 248,SaaS,Mid-Market,AM-1,31,8,34.2,3,9,58,Feature gap vs roadmap promises; escalation requested.,0
CUS-00249,Acme Corp 249,Finance,Enterprise,AM-2,1,10,70.4,1,4,58,Product downtime last week; team lost confidence.,1
CUS-00250,Acme Corp 250,SaaS,Mid-Market,AM-3,7,4,3.0,3,0,55,Billing confusion after plan change; waiting on refund.,1
CUS-00251,Acme Corp 251,Retail,Enterprise,AM-4,19,6,69.1,0,1,44,Billing confusion after plan change; waiting on refund.,1
CUS-00252,Acme Corp 252,SaaS,SMB,AM-5,7,5,-1.4,0,8,4,Product downtime last week; team lost confidence.,0
CUS-00253,Acme Corp 253,Manufacturing,Mid-Market,AM-6,13,10,3.8,1,9,28,Competitor demo scheduled; pricing feels high.,1
CUS-00254,Acme Corp 254,Finance,Mid-Market,AM-7,26,3,38.0,2,2,15,Onboarding incomplete; champion left the company.,1
CUS-00255,Acme Corp 255,Manufacturing,Enterprise,AM-8,5,7,-3.9,3,6,13,Onboarding incomplete; champion left the company.,1
CUS-00256,Acme Corp 256,Manufacturing,SMB,AM-1,27,1,-5.2,1,6,50,Billing confusion after plan change; waiting on refund.,0
CUS-00257,Acme Corp 257,Finance,Mid-Market,AM-2,4,10,-10.0,0,1,48,Competitor demo scheduled; pricing feels high.,1
CUS-00258,Acme Corp 258,Finance,Mid-Market,AM-3,7,4,29.3,1,4,31,Product downtime last week; team lost confidence.,0
CUS-00259,Acme Corp 259,Finance,SMB,AM-4,23,4,59.7,2,7,44,Competitor demo scheduled; pricing feels high.,0
CUS-00260,Acme Corp 260,Healthcare,Enterprise,AM-5,31,6,-6.9,2,10,8,Billing confusion after plan change; waiting on refund.,0
CUS-00261,Acme Corp 261,Retail,SMB,AM-6,6,5,48.7,3,9,14,Product downtime last week; team lost confidence.,0
CUS-00262,Acme Corp 262,Finance,SMB,AM-7,11,10,64.1,1,1,51,Billing confusion after plan change; waiting on refund.,1
CUS-00263,Acme Corp 263,Healthcare,Mid-Market,AM-8,37,6,5.1,3,2,27,Product downtime last week; team lost confidence.,0
CUS-00264,Acme Corp 264,Manufacturing,SMB,AM-1,39,6,3.2,3,4,33,Feature gap vs roadmap promises; escalation requested.,0
CUS-00265,Acme Corp 265,SaaS,SMB,AM-2,23,1,67.5,3,1,28,Onboarding incomplete; champion left the company.,1
CUS-00266,Acme Corp 266,Finance,SMB,AM-3,17,0,64.1,2,6,12,Onboarding incomplete; champion left the company.,1
CUS-00267,Acme Corp 267,Manufacturing,SMB,AM-4,13,4,38.5,4,0,49,Product downtime last week; team lost confidence.,1
CUS-00268,Acme Corp 268,Manufacturing,Mid-Market,AM-5,24,11,63.7,1,1,45,Product downtime last week; team lost confidence.,1
CUS-00269,Acme Corp 269,Finance,Enterprise,AM-6,23,11,-1.7,3,0,41,Competitor demo scheduled; pricing feels high.,1
CUS-00270,Acme Corp 270,Healthcare,Mid-Market,AM-7,11,7,25.5,0,3,21,Feature gap vs roadmap promises; escalation requested.,1
CUS-00271,Acme Corp 271,Retail,SMB,AM-8,0,7,56.4,0,8,38,Competitor demo scheduled; pricing feels high.,1
CUS-00272,Acme Corp 272,Finance,Mid-Market,AM-1,6,4,13.2,4,1,57,Competitor demo scheduled; pricing feels high.,1
CUS-00273,Acme Corp 273,SaaS,Enterprise,AM-2,38,2,57.7,2,10,39,Onboarding incomplete; champion left the company.,0
CUS-00274,Acme Corp 274,Finance,Mid-Market,AM-3,16,0,35.4,3,2,30,Billing confusion after plan change; waiting on refund.,0
CUS-00275,Acme Corp 275,Healthcare,SMB,AM-4,19,4,57.5,3,0,16,Competitor demo scheduled; pricing feels high.,1
CUS-00276,Acme Corp 276,Retail,SMB,AM-5,18,3,31.8,3,3,31,Feature gap vs roadmap promises; escalation requested.,1
CUS-00277,Acme Corp 277,Retail,Enterprise,AM-6,31,2,23.1,1,8,22,Onboarding incomplete; champion left the company.,0
CUS-00278,Acme Corp 278,Manufacturing,Enterprise,AM-7,2,3,9.7,0,1,37,Billing confusion after plan change; waiting on refund.,1
CUS-00279,Acme Corp 279,Finance,SMB,AM-8,3,0,8.8,0,0,3,Competitor demo scheduled; pricing feels high.,0
CUS-00280,Acme Corp 280,Healthcare,Enterprise,AM-1,11,7,57.6,4,9,12,Feature gap vs roadmap promises; escalation requested.,1
CUS-00281,Acme Corp 281,SaaS,SMB,AM-2,19,11,0.7,1,6,47,Product downtime last week; team lost confidence.,1
CUS-00282,Acme Corp 282,Retail,SMB,AM-3,26,8,-2.3,2,3,23,Billing confusion after plan change; waiting on refund.,0
CUS-00283,Acme Corp 283,Manufacturing,Mid-Market,AM-4,19,5,5.9,2,8,26,Competitor demo scheduled; pricing feels high.,1
CUS-00284,Acme Corp 284,Manufacturing,Mid-Market,AM-5,17,5,5.8,0,9,33,Product downtime last week; team lost confidence.,0
CUS-00285,Acme Corp 285,Manufacturing,SMB,AM-6,37,3,64.1,2,3,26,Competitor demo scheduled; pricing feels high.,0
CUS-00286,Acme Corp 286,Healthcare,Enterprise,AM-7,6,1,25.9,0,6,45,Competitor demo scheduled; pricing feels high.,0
CUS-00287,Acme Corp 287,Finance,Enterprise,AM-8,22,7,79.1,0,0,15,Product downtime last week; team lost confidence.,1
CUS-00288,Acme Corp 288,SaaS,SMB,AM-1,21,6,2.3,0,3,45,Billing confusion after plan change; waiting on refund.,0
CUS-00289,Acme Corp 289,SaaS,Mid-Market,AM-2,18,0,48.8,4,6,13,Onboarding incomplete; champion left the company.,0
CUS-00290,Acme Corp 290,SaaS,Mid-Market,AM-3,32,4,30.4,2,2,22,Onboarding incomplete; champion left the company.,1
CUS-00291,Acme Corp 291,Finance,Mid-Market,AM-4,10,3,25.4,4,10,35,Feature gap vs roadmap promises; escalation requested.,0
CUS-00292,Acme Corp 292,SaaS,Enterprise,AM-5,38,2,68.8,2,10,53,Product downtime last week; team lost confidence.,0
CUS-00293,Acme Corp 293,Manufacturing,Mid-Market,AM-6,13,8,77.8,1,2,14,Product downtime last week; team lost confidence.,1
CUS-00294,Acme Corp 294,Finance,SMB,AM-7,21,6,68.6,3,4,35,Feature gap vs roadmap promises; escalation requested.,1
CUS-00295,Acme Corp 295,Manufacturing,SMB,AM-8,20,7,7.3,4,2,4,Competitor demo scheduled; pricing feels high.,1
CUS-00296,Acme Corp 296,Finance,Enterprise,AM-1,33,8,9.9,2,5,5,Competitor demo scheduled; pricing feels high.,0
CUS-00297,Acme Corp 297,SaaS,Enterprise,AM-2,17,11,49.0,0,1,46,Feature gap vs roadmap promises; escalation requested.,1
CUS-00298,Acme Corp 298,Retail,SMB,AM-3,11,9,16.0,1,4,43,Competitor demo scheduled; pricing feels high.,1
CUS-00299,Acme Corp 299,Retail,SMB,AM-4,0,7,56.1,4,6,23,Feature gap vs roadmap promises; escalation requested.,1
CUS-00300,Acme Corp 300,Manufacturing,Mid-Market,AM-5,14,10,41.0,2,6,37,Competitor demo scheduled; pricing feels high.,1
CUS-00301,Acme Corp 301,Manufacturing,SMB,AM-6,33,5,39.6,4,6,23,Onboarding incomplete; champion left the company.,1
CUS-00302,Acme Corp 302,Retail,SMB,AM-7,0,11,64.6,2,2,17,Billing confusion after plan change; waiting on refund.,1
CUS-00303,Acme Corp 303,Healthcare,Enterprise,AM-8,35,9,53.9,0,8,26,Competitor demo scheduled; pricing feels high.,1
CUS-00304,Acme Corp 304,SaaS,Enterprise,AM-1,21,7,-7.6,4,7,19,Competitor demo scheduled; pricing feels high.,1
CUS-00305,Acme Corp 305,Retail,Enterprise,AM-2,5,10,-5.5,3,8,49,Feature gap vs roadmap promises; escalation requested.,1
CUS-00306,Acme Corp 306,Healthcare,Mid-Market,AM-3,12,6,44.1,3,5,25,Competitor demo scheduled; pricing feels high.,1
CUS-00307,Acme Corp 307,Retail,SMB,AM-4,22,8,33.8,4,9,19,Onboarding incomplete; champion left the company.,1
CUS-00308,Acme Corp 308,Manufacturing,Enterprise,AM-5,12,3,13.4,0,4,32,Onboarding incomplete; champion left the company.,0
CUS-00309,Acme Corp 309,Retail,SMB,AM-6,4,11,27.7,4,8,45,Billing confusion after plan change; waiting on refund.,1
CUS-00310,Acme Corp 310,Retail,SMB,AM-7,26,7,58.2,1,2,17,Billing confusion after plan change; waiting on refund.,1
CUS-00311,Acme Corp 311,SaaS,Enterprise,AM-8,26,9,64.4,4,2,56,Billing confusion after plan change; waiting on refund.,1
CUS-00312,Acme Corp 312,Manufacturing,Mid-Market,AM-1,4,5,40.5,0,5,28,Feature gap vs roadmap promises; escalation requested.,1
CUS-00313,Acme Corp 313,Retail,Enterprise,AM-2,11,10,24.7,2,6,39,Competitor demo scheduled; pricing feels high.,1
CUS-00314,Acme Corp 314,SaaS,SMB,AM-3,9,0,14.4,3,8,57,Product downtime last week; team lost confidence.,0
CUS-00315,Acme Corp 315,Healthcare,Enterprise,AM-4,26,1,37.0,0,3,26,Onboarding incomplete; champion left the company.,0
CUS-00316,Acme Corp 316,Manufacturing,Mid-Market,AM-5,29,6,18.3,0,9,12,Onboarding incomplete; champion left the company.,0
CUS-00317,Acme Corp 317,Finance,Mid-Market,AM-6,29,8,40.8,4,3,45,Product downtime last week; team lost confidence.,1
CUS-00318,Acme Corp 318,Retail,Enterprise,AM-7,37,9,50.9,0,5,1,Onboarding incomplete; champion left the company.,1
CUS-00319,Acme Corp 319,Finance,SMB,AM-8,30,5,-4.1,3,10,28,Product downtime last week; team lost confidence.,0
CUS-00320,Acme Corp 320,SaaS,Mid-Market,AM-1,12,7,-9.9,4,5,58,Competitor demo scheduled; pricing feels high.,1
CUS-00321,Acme Corp 321,Healthcare,Mid-Market,AM-2,4,6,9.1,3,7,25,Competitor demo scheduled; pricing feels high.,1
CUS-00322,Acme Corp 322,Finance,Mid-Market,AM-3,24,11,70.5,2,9,41,Billing confusion after plan change; waiting on refund.,1
CUS-00323,Acme Corp 323,SaaS,Enterprise,AM-4,36,7,48.2,2,10,31,Onboarding incomplete; champion left the company.,0
CUS-00324,Acme Corp 324,Manufacturing,Mid-Market,AM-5,39,5,5.5,3,5,13,Feature gap vs roadmap promises; escalation requested.,0
CUS-00325,Acme Corp 325,Healthcare,SMB,AM-6,9,11,70.1,2,4,19,Feature gap vs roadmap promises; escalation requested.,1
CUS-00326,Acme Corp 326,Healthcare,SMB,AM-7,9,1,32.3,2,2,31,Competitor demo scheduled; pricing feels high.,1
CUS-00327,Acme Corp 327,Retail,Enterprise,AM-8,1,11,32.8,0,5,7,Competitor demo scheduled; pricing feels high.,1
CUS-00328,Acme Corp 328,Healthcare,Enterprise,AM-1,5,1,74.2,3,10,25,Billing confusion after plan change; waiting on refund.,1
CUS-00329,Acme Corp 329,Finance,Enterprise,AM-2,22,3,-4.6,3,5,25,Feature gap vs roadmap promises; escalation requested.,0
CUS-00330,Acme Corp 330,Finance,SMB,AM-3,21,9,9.4,3,3,50,Competitor demo scheduled; pricing feels high.,1
CUS-00331,Acme Corp 331,Retail,SMB,AM-4,14,8,42.7,0,1,8,Feature gap vs roadmap promises; escalation requested.,1
CUS-00332,Acme Corp 332,Retail,Mid-Market,AM-5,12,11,7.6,3,4,50,Feature gap vs roadmap promises; escalation requested.,1
CUS-00333,Acme Corp 333,SaaS,Mid-Market,AM-6,33,8,51.2,3,2,25,Product downtime last week; team lost confidence.,1
CUS-00334,Acme Corp 334,Healthcare,SMB,AM-7,18,7,9.3,0,10,39,Billing confusion after plan change; waiting on refund.,0
CUS-00335,Acme Corp 335,SaaS,Mid-Market,AM-8,32,4,-1.1,4,5,33,Competitor demo scheduled; pricing feels high.,0
CUS-00336,Acme Corp 336,Finance,SMB,AM-1,38,0,8.6,2,1,18,Onboarding incomplete; champion left the company.,0
CUS-00337,Acme Corp 337,Healthcare,Mid-Market,AM-2,12,1,28.0,2,0,55,Billing confusion after plan change; waiting on refund.,1
CUS-00338,Acme Corp 338,Healthcare,SMB,AM-3,8,3,5.9,3,9,14,Product downtime last week; team lost confidence.,0
CUS-00339,Acme Corp 339,Finance,SMB,AM-4,38,0,2.1,2,10,3,Feature gap vs roadmap promises; escalation requested.,0
CUS-00340,Acme Corp 340,Manufacturing,SMB,AM-5,25,6,67.4,2,8,45,Product downtime last week; team lost confidence.,1
CUS-00341,Acme Corp 341,Manufacturing,Enterprise,AM-6,11,9,18.8,1,1,37,Product downtime last week; team lost confidence.,1
CUS-00342,Acme Corp 342,SaaS,Mid-Market,AM-7,24,11,22.5,4,1,53,Competitor demo scheduled; pricing feels high.,1
CUS-00343,Acme Corp 343,Retail,Enterprise,AM-8,20,5,-5.0,4,2,28,Competitor demo scheduled; pricing feels high.,1
CUS-00344,Acme Corp 344,Retail,Mid-Market,AM-1,36,10,22.2,0,8,1,Product downtime last week; team lost confidence.,1
CUS-00345,Acme Corp 345,Healthcare,SMB,AM-2,10,11,13.8,3,8,2,Feature gap vs roadmap promises; escalation requested.,1
CUS-00346,Acme Corp 346,Manufacturing,SMB,AM-3,39,10,44.9,0,9,26,Onboarding incomplete; champion left the company.,0
CUS-00347,Acme Corp 347,Finance,Mid-Market,AM-4,37,5,8.5,1,1,15,Billing confusion after plan change; waiting on refund.,1
CUS-00348,Acme Corp 348,Healthcare,SMB,AM-5,7,3,70.0,4,1,55,Product downtime last week; team lost confidence.,1
CUS-00349,Acme Corp 349,Healthcare,Mid-Market,AM-6,6,11,73.7,0,9,7,Feature gap vs roadmap promises; escalation requested.,1
CUS-00350,Acme Corp 350,Healthcare,Enterprise,AM-7,21,2,-1.0,1,10,52,Billing confusion after plan change; waiting on refund.,0
CUS-00351,Acme Corp 351,Finance,Enterprise,AM-8,1,4,-0.3,1,7,13,Billing confusion after plan change; waiting on refund.,1
CUS-00352,Acme Corp 352,SaaS,SMB,AM-1,11,0,0.4,3,1,8,Competitor demo scheduled; pricing feels high.,1
CUS-00353,Acme Corp 353,Finance,Mid-Market,AM-2,17,9,45.8,2,0,17,Onboarding incomplete; champion left the company.,1
CUS-00354,Acme Corp 354,Manufacturing,SMB,AM-3,38,7,1.0,2,0,9,Product downtime last week; team lost confidence.,0
CUS-00355,Acme Corp 355,Retail,SMB,AM-4,39,1,66.7,4,7,24,Onboarding incomplete; champion left the company.,1
CUS-00356,Acme Corp 356,Retail,Mid-Market,AM-5,6,2,57.9,2,9,20,Billing confusion after plan change; waiting on refund.,1
CUS-00357,Acme Corp 357,Finance,Mid-Market,AM-6,35,6,63.8,3,6,32,Product downtime last week; team lost confidence.,1
CUS-00358,Acme Corp 358,Manufacturing,Mid-Market,AM-7,3,6,37.3,0,2,32,Product downtime last week; team lost confidence.,1
CUS-00359,Acme Corp 359,Healthcare,SMB,AM-8,29,9,79.7,1,8,1,Onboarding incomplete; champion left the company.,1
CUS-00360,Acme Corp 360,SaaS,Enterprise,AM-1,33,3,-6.0,4,0,8,Competitor demo scheduled; pricing feels high.,1
CUS-00361,Acme Corp 361,Manufacturing,Enterprise,AM-2,35,11,26.1,4,9,10,Feature gap vs roadmap promises; escalation requested.,0
CUS-00362,Acme Corp 362,SaaS,Mid-Market,AM-3,8,5,19.2,3,9,12,Billing confusion after plan change; waiting on refund.,0
CUS-00363,Acme Corp 363,SaaS,Enterprise,AM-4,35,9,75.4,1,7,6,Product downtime last week; team lost confidence.,1
CUS-00364,Acme Corp 364,Finance,SMB,AM-5,4,2,41.9,0,9,19,Product downtime last week; team lost confidence.,1
CUS-00365,Acme Corp 365,Retail,Mid-Market,AM-6,20,0,62.6,4,6,33,Onboarding incomplete; champion left the company.,1
CUS-00366,Acme Corp 366,Manufacturing,Enterprise,AM-7,18,0,5.3,3,5,19,Onboarding incomplete; champion left the company.,0
CUS-00367,Acme Corp 367,Healthcare,Enterprise,AM-8,12,4,78.1,1,3,20,Feature gap vs roadmap promises; escalation requested.,1
CUS-00368,Acme Corp 368,SaaS,Enterprise,AM-1,0,11,34.9,2,10,28,Feature gap vs roadmap promises; escalation requested.,1
CUS-00369,Acme Corp 369,SaaS,Mid-Market,AM-2,30,0,34.4,3,7,33,Competitor demo scheduled; pricing feels high.,0
CUS-00370,Acme Corp 370,Healthcare,Enterprise,AM-3,13,4,77.4,2,2,20,Billing confusion after plan change; waiting on refund.,1
CUS-00371,Acme Corp 371,SaaS,Mid-Market,AM-4,26,1,24.3,4,10,14,Billing confusion after plan change; waiting on refund.,0
CUS-00372,Acme Corp 372,Retail,SMB,AM-5,16,11,25.8,0,0,25,Feature gap vs roadmap promises; escalation requested.,1
CUS-00373,Acme Corp 373,Healthcare,SMB,AM-6,14,8,42.6,1,6,2,Feature gap vs roadmap promises; escalation requested.,1
CUS-00374,Acme Corp 374,Retail,Mid-Market,AM-7,35,9,1.5,0,2,30,Product downtime last week; team lost confidence.,1
CUS-00375,Acme Corp 375,Retail,Mid-Market,AM-8,3,8,18.9,3,7,56,Billing confusion after plan change; waiting on refund.,1
CUS-00376,Acme Corp 376,Healthcare,Mid-Market,AM-1,29,7,7.4,3,4,24,Competitor demo scheduled; pricing feels high.,1
CUS-00377,Acme Corp 377,Retail,Enterprise,AM-2,29,9,-0.7,4,4,7,Onboarding incomplete; champion left the company.,1
CUS-00378,Acme Corp 378,SaaS,Mid-Market,AM-3,15,0,68.0,2,7,42,Feature gap vs roadmap promises; escalation requested.,1
CUS-00379,Acme Corp 379,Healthcare,SMB,AM-4,10,10,43.0,0,8,8,Onboarding incomplete; champion left the company.,1
CUS-00380,Acme Corp 380,Finance,SMB,AM-5,0,8,22.3,2,4,12,Competitor demo scheduled; pricing feels high.,1
CUS-00381,Acme Corp 381,Finance,Mid-Market,AM-6,37,8,26.8,0,10,9,Competitor demo scheduled; pricing feels high.,0
CUS-00382,Acme Corp 382,Retail,Mid-Market,AM-7,37,4,28.8,3,5,53,Billing confusion after plan change; waiting on refund.,0
CUS-00383,Acme Corp 383,Finance,Mid-Market,AM-8,9,9,47.0,3,1,58,Billing confusion after plan change; waiting on refund.,1
CUS-00384,Acme Corp 384,Retail,Mid-Market,AM-1,1,4,73.4,4,0,34,Competitor demo scheduled; pricing feels high.,1
CUS-00385,Acme Corp 385,SaaS,Mid-Market,AM-2,4,0,74.0,1,2,37,Billing confusion after plan change; waiting on refund.,1
CUS-00386,Acme Corp 386,Finance,Mid-Market,AM-3,2,10,25.2,1,7,39,Product downtime last week; team lost confidence.,1
CUS-00387,Acme Corp 387,Retail,Enterprise,AM-4,33,2,19.6,0,5,37,Competitor demo scheduled; pricing feels high.,0
CUS-00388,Acme Corp 388,Manufacturing,SMB,AM-5,35,1,30.6,2,3,33,Product downtime last week; team lost confidence.,1
CUS-00389,Acme Corp 389,Manufacturing,Mid-Market,AM-6,6,7,41.1,2,5,59,Billing confusion after plan change; waiting on refund.,1
CUS-00390,Acme Corp 390,Healthcare,Mid-Market,AM-7,29,2,31.6,3,9,44,Billing confusion after plan change; waiting on refund.,0
CUS-00391,Acme Corp 391,Manufacturing,SMB,AM-8,7,10,49.3,3,6,6,Onboarding incomplete; champion left the company.,1
CUS-00392,Acme Corp 392,Retail,Mid-Market,AM-1,14,5,39.9,0,0,24,Competitor demo scheduled; pricing feels high.,1
CUS-00393,Acme Corp 393,Healthcare,Mid-Market,AM-2,23,0,18.9,1,0,58,Competitor demo scheduled; pricing feels high.,0
CUS-00394,Acme Corp 394,Healthcare,Mid-Market,AM-3,28,11,21.1,2,5,24,Feature gap vs roadmap promises; escalation requested.,1
CUS-00395,Acme Corp 395,Manufacturing,Mid-Market,AM-4,34,6,24.1,1,4,13,Competitor demo scheduled; pricing feels high.,1
CUS-00396,Acme Corp 396,Healthcare,SMB,AM-5,1,3,-1.5,0,9,52,Competitor demo scheduled; pricing feels high.,0
CUS-00397,Acme Corp 397,SaaS,SMB,AM-6,7,8,4.9,4,6,37,Product downtime last week; team lost confidence.,1
CUS-00398,Acme Corp 398,Finance,SMB,AM-7,11,6,55.1,3,8,34,Product downtime last week; team lost confidence.,0
CUS-00399,Acme Corp 399,Healthcare,SMB,AM-8,12,0,25.0,2,6,25,Product downtime last week; team lost confidence.,1
CUS-00400,Acme Corp 400,Manufacturing,Mid-Market,AM-1,39,9,9.3,1,3,8,Billing confusion after plan change; waiting on refund.,0
CUS-00401,Acme Corp 401,Manufacturing,Enterprise,AM-2,31,4,40.6,4,7,23,Feature gap vs roadmap promises; escalation requested.,1
CUS-00402,Acme Corp 402,Finance,Mid-Market,AM-3,12,8,58.0,0,6,26,Product downtime last week; team lost confidence.,1
CUS-00403,Acme Corp 403,Manufacturing,SMB,AM-4,38,10,13.2,2,7,55,Onboarding incomplete; champion left the company.,1
CUS-00404,Acme Corp 404,Manufacturing,SMB,AM-5,19,7,64.4,4,2,19,Product downtime last week; team lost confidence.,1
CUS-00405,Acme Corp 405,Finance,SMB,AM-6,20,8,73.5,4,7,9,Billing confusion after plan change; waiting on refund.,1
CUS-00406,Acme Corp 406,Finance,Mid-Market,AM-7,17,3,43.8,1,3,26,Feature gap vs roadmap promises; escalation requested.,1
CUS-00407,Acme Corp 407,SaaS,SMB,AM-8,5,2,50.2,3,8,59,Product downtime last week; team lost confidence.,1
CUS-00408,Acme Corp 408,Manufacturing,Mid-Market,AM-1,37,4,-5.3,0,8,29,Billing confusion after plan change; waiting on refund.,0
CUS-00409,Acme Corp 409,SaaS,Mid-Market,AM-2,0,10,75.1,0,6,23,Product downtime last week; team lost confidence.,1
CUS-00410,Acme Corp 410,Finance,Mid-Market,AM-3,6,6,25.3,1,10,40,Billing confusion after plan change; waiting on refund.,1
CUS-00411,Acme Corp 411,SaaS,SMB,AM-4,9,4,73.2,4,5,39,Feature gap vs roadmap promises; escalation requested.,1
CUS-00412,Acme Corp 412,Healthcare,SMB,AM-5,11,9,42.1,3,0,18,Billing confusion after plan change; waiting on refund.,1
CUS-00413,Acme Corp 413,SaaS,Mid-Market,AM-6,5,10,-9.6,2,6,58,Product downtime last week; team lost confidence.,1
CUS-00414,Acme Corp 414,Manufacturing,Mid-Market,AM-7,0,10,-6.5,1,8,35,Product downtime last week; team lost confidence.,0
CUS-00415,Acme Corp 415,SaaS,SMB,AM-8,27,3,51.2,0,1,4,Billing confusion after plan change; waiting on refund.,1
CUS-00416,Acme Corp 416,SaaS,Enterprise,AM-1,38,8,40.6,1,1,25,Billing confusion after plan change; waiting on refund.,0
CUS-00417,Acme Corp 417,Retail,Mid-Market,AM-2,4,7,-7.6,0,3,55,Onboarding incomplete; champion left the company.,1
